_id,DATA,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,num_semaforo,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
11886,2019-12-24T00:00:00,15:28:00,SEM VÍTIMA,CANCELADA,ÁGUA FRIA,AV BEBERIBE,"","",EM FRENTE AO MERCADO DE ÁGUA FRIA,AV BEBERIBE,"",EM FRENTE AO MERCADO DE ÁGUA FRIA,ÁGUA FRIA,,"",COLISÃO,COLISÃO SEM VÍTIMA,1,,,,,1,,,,0,,"","","","","","","","","","","","",""
11887,2019-12-24T00:00:00,15:32:00,SEM VÍTIMA,CANCELADA,CASA AMARELA,RUA MAJOR NEREU GUERRA,131,RUA DR CARLOS MAVIGNIER,ANTES DA ESCOLA PADRE MACHADO,RUA MAJOR NEREU GUERRA,131,ANTES DA ESCOLA PADRE MACHADO,CASA AMARELA,,"",COLISÃO,COLISAO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,"","","","","","","","","","","","",""
11888,2019-12-24T00:00:00,16:11:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA FRANCISCO DA CUNHA,440,RUA PROFESSOR JOSE BRANDAO,PROX. AO RESTAURANTE AMADEU,RUA FRANCISCO DA CUNHA,440,PROX. AO RESTAURANTE AMADEU,BOA VIAGEM,,CIDADE,ABALROAMENTO TRANSVERSAL,AUTO E MOTO.,1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Placas Pare,"",Única,Faixa seccionada,"",""
11889,2019-12-24T00:00:00,18:16:00,SEM VÍTIMA,CANCELADA,ENCRUZILHADA,av norte,"","",EM FRENTE A OS CORREIOS,av norte,"",EM FRENTE A OS CORREIOS,ENCRUZILHADA,,CIDADE,COLISÃO,sem vitimas/CTTU NO LOCAL,3,,,,,,1,,,0,,"","","","","","","","","","","","",""
11890,2019-12-24T00:00:00,18:16:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,75,RUA DOS NAVEGANTES,"",RUA ERNESTO DE PAULA SANTOS,75,"",BOA VIAGEM,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,"",Única,Faixa seccionada,"",""
11891,2019-12-24T00:00:00,18:56:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA TENENTE DOMINGOS DE BRITO,"",RUA RIBEIRO DE BRITO,AO LADO DO EMPRESARIAL 1002,RUA TENENTE DOMINGOS DE BRITO,"",AO LADO DO EMPRESARIAL 1002,BOA VIAGEM,331,"",ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Não existente,Seca,Mal conservada,Não existe,Não há placas,"",Única,Não existe,"",""
11892,2019-12-24T00:00:00,19:01:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,AV GUARARAPES,120,"",E/F A FARMACIA SUPER FARMA,AV GUARARAPES,120,E/F A FARMACIA SUPER FARMA,SANTO ANTÔNIO,,"",ATROPELAMENTO,ATROPELAMENTO ENTRE ONIBUS E PEDESTRE,,,,,1,1,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,"",Dupla,Canteiro central,"",""
11893,2019-12-24T00:00:00,19:16:00,SEM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,"","",AO LADO DA ESCOLA ADVENTISTA / SEMÁFORO 371,AV GENERAL SAN MARTIN,"",AO LADO DA ESCOLA ADVENTISTA / SEMÁFORO 371,SAN MARTIN,371,SUBURBIO,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Faixa contínua,Faixa seccionada,""
11894,2019-12-24T00:00:00,20:20:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,"","",POSTO SHELL,AV RECIFE,"",POSTO SHELL,AREIAS,,SUBURBIO,CHOQUE VEÍCULO PARADO,COLISAO SEM VITIMAS,2,,,,,,,,,0,,"",Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,"",Dupla,Faixa seccionada,"",""
11895,2019-12-25T00:00:00,04:59:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PROFESSOR ARNALDO CARNEIRO LEAO,"",RUA PEDRO PAES MENDONCA,EM FRENTE AO BIG BOMPREÇO,RUA PROFESSOR ARNALDO CARNEIRO LEAO,"",EM FRENTE AO BIG BOMPREÇO,BOA VIAGEM,544,SUBURBIO,COLISÃO TRASEIRA,AUTO E MOTO,1,1,,,,,,,,2,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"",Não há placas,"",Única,Faixa contínua,"",""
11896,2019-12-25T00:00:00,05:27:00,COM VÍTIMA,FINALIZADA,ESTÂNCIA,AV ESTANCIA,43,RUA MORAIS E SILVA,PROX DA PADARIA SITIENCE,AV ESTANCIA,43,PROX DA PADARIA SITIENCE,ESTÂNCIA,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE DOIS CARROS C/V,2,,,,,,,,,2,,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,"","",Única,Faixa seccionada,"",""
11897,2019-12-25T00:00:00,07:16:00,COM VÍTIMA,FINALIZADA,GRAÇAS,AV RUI BARBOSA,500,"",EM FRENTE AO EXTRABOM SUPERMERCADOS.,AV RUI BARBOSA,500,EM FRENTE AO EXTRABOM SUPERMERCADOS.,GRAÇAS,126,"",COLISÃO TRASEIRA,DOIS AUTOS E MOTO,2,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,"",Única,Faixa contínua,"",""
11898,2019-12-25T00:00:00,07:49:00,COM VÍTIMA,FINALIZADA,IBURA,RUA DR OTAVIO DE MORAES VASCONCELOS,5B,RUA VALE DO ITAJAI,EM FRENTE A PANIFICADORA DOIS RIOS E PRAÇA DO UR-05,RUA DR OTAVIO DE MORAES VASCONCELOS,5B,EM FRENTE A PANIFICADORA DOIS RIOS E PRAÇA DO UR-05,IBURA,,SUBURBIO,COLISÃO FRONTAL,MOTO E AUTO,1,1,,,,,,,,1,,Esquina,Bom,Não existe,Não existente,Seca,Mal conservada,"",Não há placas,"",Dupla,Não existe,"",""
11899,2019-12-25T00:00:00,10:04:00,SEM VÍTIMA,CANCELADA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,2827,"",EM FRENTE AO ARMAZEM BARBOSÃO,AV VEREADOR OTACILIO AZEVEDO,2827,EM FRENTE AO ARMAZEM BARBOSÃO,NOVA DESCOBERTA,,"",COLISÃO,SEM VITIMAS,1,,,,,1,,,,0,,"","","","","","","","","","","","",""
11900,2019-12-25T00:00:00,11:34:00,SEM VÍTIMA,FINALIZADA,JAQUEIRA,RUA DO FUTURO,913,RUA DEPUTADO PEDRO PIRES FERREIRA,EM FRENTE A JAQUEIRA PARK CENTER,RUA DO FUTURO,913,EM FRENTE A JAQUEIRA PARK CENTER,JAQUEIRA,,CIDADE,ABALROAMENTO TRANSVERSAL,SEM VITIMAS,1,,,,,1,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40 km/h,Única,Não existe,"",""
11901,2019-12-25T00:00:00,11:59:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV BOA VIAGEM,"","",E/F AO CLUBE DOS OFICIAIS DA AERONAUTICA,AV BOA VIAGEM,"",E/F AO CLUBE DOS OFICIAIS DA AERONAUTICA,BOA VIAGEM,,"",COLISÃO,ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,"","","","","","","","","","","","",""
11902,2019-12-25T00:00:00,15:16:00,SEM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,"","",SOB O SEMÁFORO 251,AV DEZESSETE DE AGOSTO,"",SOB O SEMÁFORO 251,CASA FORTE,251,SUBURBIO,COLISÃO FRONTAL,COLISÃO SEM VITIMA,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"","",60 km/h,Dupla,Faixa contínua,"",""
11903,2019-12-25T00:00:00,17:24:00,SEM VÍTIMA,FINALIZADA,AREIAS,RUA GENERAL FRANCISCO FIGUEIROA,294,"","",RUA GENERAL FRANCISCO FIGUEIROA,294,"",AREIAS,,"",COLISÃO TRASEIRA,COLISÃO SEM VITIMA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"","",Única,Não existe,"",""
11904,2019-12-25T00:00:00,19:13:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,511,AV ENGENHEIRO ALVES DE SOUZA,E/F A DROGASIL // SEMÁFORO 634 // EDF MARIA LUÍZA.,RUA ARQUITETO LUIZ NUNES,511,E/F A DROGASIL // SEMÁFORO 634 // EDF MARIA LUÍZA.,IMBIRIBEIRA,634,SUBURBIO,ABALROAMENTO TRANSVERSAL,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Outras,"",Dupla,Faixa contínua,Faixa seccionada,""
11905,2019-12-25T00:00:00,19:56:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DR GASPAR REGUEIRA COSTA,36,RUA DOM JOSE LOPES,AO LADO DO ED. CHATEAU DUVALIER,RUA DR GASPAR REGUEIRA COSTA,36,AO LADO DO ED. CHATEAU DUVALIER,BOA VIAGEM,,SUBURBIO,ABALROAMENTO TRANSVERSAL,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,Cruzamento,Bom,"",Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,"",Única,Não existe,"",""
11906,2019-12-25T00:00:00,21:06:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,"","",UPA NOVA DESCOBERTA,AV VEREADOR OTACILIO AZEVEDO,"",UPA NOVA DESCOBERTA,NOVA DESCOBERTA,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE ÔNIBUS E AUTO S/V,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Faixa seccionada,"",""
11907,2019-12-25T00:00:00,21:09:00,COM VÍTIMA,FINALIZADA,SANCHO,AV LIBERDADE,612,AV PIRACICABA,ENTRADA DO PLANETA DOS MACACOS,AV LIBERDADE,612,ENTRADA DO PLANETA DOS MACACOS,SANCHO,,SUBURBIO,CHOQUE,ENTRE 2 AUTOS. C/V,2,,,,,,,,,1,,Longo da via,Bom,Não existe,Ilegível,Seca,Mal iluminada,Não existe,Não há placas,"",Dupla,Faixa seccionada,"",""
11908,2019-12-25T00:00:00,22:10:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,"",RUA PROFESSOR JOSE BRANDAO,"",AV ENGENHEIRO DOMINGOS FERREIRA,"","",BOA VIAGEM,550,"",ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"","",Única,Faixa seccionada,Canteiro central,""
11909,2019-12-26T00:00:00,02:11:00,SEM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,"","","NA DESCIDA DA ALÇA DE ACESSO À AV MASC DE MORAIS, SENTIDO AFOGADOS",AV MARECHAL MASCARENHAS DE MORAES,"","NA DESCIDA DA ALÇA DE ACESSO À AV MASC DE MORAIS, SENTIDO AFOGADOS",IMBIRIBEIRA,,"",CHOQUE,"AUTO CHOCOU-SE NA MURETA DO VIADUTO E, ENCONTRA-SE ATRAVESSADO NA VIA, COM UM EIXO QUEBRADO, GERANDO RISCO DE OUTRO ACIDENTE.",1,,,,,,,,,0,,"","","","","","","","","","","","",""
11910,2019-12-26T00:00:00,02:48:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,205,AV VINTE DE JANEIRO,"",RUA DEZ DE JULHO,205,"",BOA VIAGEM,572,SUBURBIO,ABALROAMENTO TRANSVERSAL,"COISÃO ENTRE DOIS AUTOS, S/V",2,,,,,,,,,0,,Cruzamento,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"","",Única,Faixa seccionada,"",""
11911,2019-12-26T00:00:00,05:00:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,"",AV AFONSO OLINDENSE,"NA PONTE DA CAXANGÁ, PROX DA UPA DA CAXAGÁ. SUPER CENTER CAXANGÁ.",AV CAXANGA,"","NA PONTE DA CAXANGÁ, PROX DA UPA DA CAXAGÁ. SUPER CENTER CAXANGÁ.",CAXANGÁ,568,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE ÔNIBUS E MOTO C/V,,1,,,,1,,,,1,,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,"","",Dupla,Canteiro central,"",""
11912,2019-12-26T00:00:00,06:46:00,SEM VÍTIMA,FINALIZADA,CURADO,AV PREFEITO ANTONIO PEREIRA,"",RUA MINISTRO MARIO ANDREAZZA,"",AV PREFEITO ANTONIO PEREIRA,"","",CURADO,,"",ABALROAMENTO LONGITUDINAL,SEM VITIMAS,1,,,,,1,,,,0,,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,"",""
11913,2019-12-26T00:00:00,06:56:00,SEM VÍTIMA,FINALIZADA,PORTO DA MADEIRA,AV BEBERIBE,3269,"",PRÓXIMO A ACADEMIA DA CIDADE,AV BEBERIBE,3269,PRÓXIMO A ACADEMIA DA CIDADE,PORTO DA MADEIRA,388,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VITIMAS,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,50 km/h,Dupla,Canteiro central,"",""
11914,2019-12-26T00:00:00,07:45:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA DO SOL,"","","",RUA DO SOL,"","",SANTO ANTÔNIO,,AV GUARARAPES,TOMBAMENTO,COM UMA VITIMA AGUARDANDO SAMU/GM DA CTTU VAI FAZER O B.O/,,1,,,,,,,,1,,Longo da via,Bom,"","",Oleosa,Perfeito estado,"","","",Única,Faixa seccionada,"",""
11915,2019-12-26T00:00:00,08:15:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,"",RUA JORNALISTA CLEOFHAS DE OLIVEIRA,LADO OPOSTO AO GERALDÃO,AV MARECHAL MASCARENHAS DE MORAES,"",LADO OPOSTO AO GERALDÃO,IMBIRIBEIRA,290,SUBURBIO,COLISÃO TRASEIRA,COLISAO S/ VITIMA ENTRE DOIS VEICULOS,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Canteiro central,"",""
11916,2019-12-26T00:00:00,08:32:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA ABELARDO CARNEIRO LEAO,"","",NA DESCIDA DA PONTE DO CARREFOUR. LADO OPOSTO AO POSTO IPIRANGA.,RUA ABELARDO CARNEIRO LEAO,"",NA DESCIDA DA PONTE DO CARREFOUR. LADO OPOSTO AO POSTO IPIRANGA.,PARNAMIRIM,,SUBURBIO,TOMBAMENTO,"COM DUAS VITIMAS ,SENDO SOCORRIDAS PELO SAMU",,1,,,,,,,,2,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,"","",Faixa seccionada,"",""
11917,2019-12-26T00:00:00,08:37:00,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,"","",AO LADO DO HOSPITAL PORTUGUÊS,AV GOVERNADOR AGAMENON MAGALHAES,"",AO LADO DO HOSPITAL PORTUGUÊS,ILHA DO LEITE,69,SUBURBIO,COLISÃO TRASEIRA,COLISÃO SEM VITIMAS,,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60 km/h,Dupla,Faixa seccionada,Canteiro central,""
11918,2019-12-26T00:00:00,09:02:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,RUA JOAO TUDE DE MELO,"",RUA VIRGINIA LORETO,AO LADO DO GAIAMUM GIGANTE. EM FRENTE AO POSTO IPIRANGA,RUA JOAO TUDE DE MELO,"",AO LADO DO GAIAMUM GIGANTE. EM FRENTE AO POSTO IPIRANGA,PARNAMIRIM,649,TORRE,ABALROAMENTO LONGITUDINAL,AUTO E MOTO.,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,"",Única,Faixa seccionada,"",""
11919,2019-12-26T00:00:00,09:47:00,SEM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,693,"",LADO OPOSTO DISNOVE VEÍCULOS,AV BEBERIBE,693,LADO OPOSTO DISNOVE VEÍCULOS,BEBERIBE,,CIDADE,COLISÃO TRASEIRA,DOIS AUTOS VT-07 ANDRE MANOEL NO LOCAL,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,"",Dupla,Faixa contínua,"",""
11920,2019-12-26T00:00:00,10:02:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DO POMBAL,1964,RUA FREI CASSIMIRO,EM FRENTE A IGREJA VERBO DA VIDA,RUA DO POMBAL,1964,EM FRENTE A IGREJA VERBO DA VIDA,SANTO AMARO,,CIDADE,CAPOTAMENTO,COLISÃO EM SEGUIDA DE CAPOTAMENTO SEM VITIMAS,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Placas Pare,"",Dupla,Faixa seccionada,Canteiro central,""
11921,2019-12-26T00:00:00,10:11:00,SEM VÍTIMA,FINALIZADA,VASCO DA GAMA,AV NORTE,"","",EM FRENTE A MATERNIDADE BARROS LIMA,AV NORTE,"",EM FRENTE A MATERNIDADE BARROS LIMA,VASCO DA GAMA,256,CIDADE,COLISÃO TRASEIRA,SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Dupla,Faixa contínua,Canteiro central,""
11922,2019-12-26T00:00:00,10:30:00,SEM VÍTIMA,FINALIZADA,ESTÂNCIA,AV RECIFE,5816,"",DESCIDA DO VIADUTO SENTIDO CEASA,AV RECIFE,5816,DESCIDA DO VIADUTO SENTIDO CEASA,ESTÂNCIA,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISAO S/ VITIMA. VEICULO E CAMINHAO,1,,,,,,1,,,0,,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60 km/h,Única,Faixa seccionada,"",""
11923,2019-12-26T00:00:00,11:07:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,5777,"",EM FRENTE AO BANCO DA CAIXA,AV MARECHAL MASCARENHAS DE MORAES,5777,EM FRENTE AO BANCO DA CAIXA,IMBIRIBEIRA,,CIDADE,COLISÃO TRASEIRA,COLISAO S/VITIMA. MOTO E VEICULO,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa seccionada,"",""
11924,2019-12-26T00:00:00,11:12:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,"",RUA GOMES TABORDA,"",AV GENERAL SAN MARTIN,"","",CORDEIRO,67,"",ABALROAMENTO LONGITUDINAL,SEM VITIMAS /VT11 CTTU NO LOCAL,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"","","",Dupla,"","",""
11925,2019-12-26T00:00:00,11:46:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,"","",HOSPITAL AGAMENON MAGALHAES,EST DO ARRAIAL,"",HOSPITAL AGAMENON MAGALHAES,CASA AMARELA,295,SUBURBIO,COLISÃO TRASEIRA,COLISÃO SEM VITIMAS,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,40 km/h,Única,Faixa contínua,"",""
11926,2019-12-26T00:00:00,11:50:00,SEM VÍTIMA,FINALIZADA,ALTO JOSÉ BONIFÁCIO,RUA CORREGO DO EUCLIDES,140,COR DO BARTOLOMEU,AO LADO DA PAN LUNA DELICATESSEN,RUA CORREGO DO EUCLIDES,140,AO LADO DA PAN LUNA DELICATESSEN,ALTO JOSÉ BONIFÁCIO,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISAO S/ VITIMA. DOIS VEICULOS,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-4a,"",Dupla,Faixa seccionada,"",""
11927,2019-12-26T00:00:00,11:56:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,"",RUA BALTAZAR PASSOS,"",RUA VISCONDE DE JEQUITINHONHA,"","",BOA VIAGEM,154,"",ABALROAMENTO LONGITUDINAL,COLISAO COM VITIMA. UM VEICULO E UMA MOTO,1,1,,,,,,,,1,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Canal,"",""
11928,2019-12-26T00:00:00,12:24:00,SEM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,820,"",EM FRENTE A PRF,AV ANTONIO DE GOES,820,EM FRENTE A PRF,PINA,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Única,Faixa seccionada,"",""
11929,2019-12-26T00:00:00,12:44:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,731,"",FRENTE A PLAZA VEÍCULOS,AV CAXANGA,731,FRENTE A PLAZA VEÍCULOS,MADALENA,274,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,"","",Outras,"",Única,Faixa seccionada,Canteiro central,""
11930,2019-12-26T00:00:00,12:47:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA DAS GRACAS,277,"",FRENTE A CAFETERIA RIO SANTA CLARA,RUA DAS GRACAS,277,FRENTE A CAFETERIA RIO SANTA CLARA,GRAÇAS,,"",ABALROAMENTO LONGITUDINAL,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,30 km/h,Dupla,Não existe,"",""
11931,2019-12-26T00:00:00,12:59:00,SEM VÍTIMA,FINALIZADA,JOANA BEZERRA,PTE JOSE DE BARROS LIMA,"","",FORUM JOANA BEZERRA,PTE JOSE DE BARROS LIMA,"",FORUM JOANA BEZERRA,JOANA BEZERRA,,SUBURBIO,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2,,,,,1,,,,0,,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,"",""
11932,2019-12-26T00:00:00,13:19:00,COM VÍTIMA,FINALIZADA,TORRE,RUA JOSE BONIFACIO,1296,"",LADO OPOSTO AO CARREFOUR,RUA JOSE BONIFACIO,1296,LADO OPOSTO AO CARREFOUR,TORRE,,CIDADE,COLISÃO TRASEIRA,COLISAO ENTRE UTO E MOTO COM UMA VITIMA,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,"",Dupla,Canteiro central,"",""
11933,2019-12-26T00:00:00,13:48:00,SEM VÍTIMA,DUPLICIDADE,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,"",PRC DO DERBY,JUNTO A ODONTO CAP,AV GOVERNADOR AGAMENON MAGALHAES,"",JUNTO A ODONTO CAP,DERBY,417,"",COLISÃO,COLISÃO SEM VÍTIMA,3,,,,,,,,,0,,"","","","","","","","","","","","",""
11934,2019-12-26T00:00:00,13:59:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,"","","",AV GOVERNADOR AGAMENON MAGALHAES,"","",DERBY,417,"",COLISÃO TRASEIRA,COLISAO ENTRE TRES AUTOS S/V,3,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"",60 km/h,Dupla,Canteiro central,"",""
11935,2019-12-26T00:00:00,14:33:00,SEM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,"","",PRAÇA DO DERBY,AV GOVERNADOR AGAMENON MAGALHAES,"",PRAÇA DO DERBY,DERBY,75,"",COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Canal,"",""
11936,2019-12-26T00:00:00,15:21:00,SEM VÍTIMA,FINALIZADA,"",AV CAXANGA,"","",AO LADO DA ACADEMIA DA CIDADE ( PRÓXIMO AO SEMÁFORO 228),AV CAXANGA,"",AO LADO DA ACADEMIA DA CIDADE ( PRÓXIMO AO SEMÁFORO 228),"",228,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO S/VITIMAS ENTRE UM AUTO E UM ONIBUS,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Dupla,Faixa contínua,Canteiro central,""
11937,2019-12-26T00:00:00,15:30:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA VINTE E UM DE ABRIL,678,"",C. D. DISTRIBUIDORA,RUA VINTE E UM DE ABRIL,678,C. D. DISTRIBUIDORA,AFOGADOS,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO SEM VÍTIMA,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,"",Dupla,Não existe,"",""
