_id,DATA,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,num_semaforo,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
3413,2019-04-17T00:00:00,12:04:00,SEM VÍTIMA,FINALIZADA,SANCHO,RUA APRIGIO GUIMARAES,737,"",HOSPITAL OTAVIO DE FREITAS,RUA APRIGIO GUIMARAES,737,HOSPITAL OTAVIO DE FREITAS,SANCHO,,SUBURBIO,COLISÃO TRASEIRA,COLISÃO SEM VITIMA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Não existente,Seca,Mal conservada,Não existe,Não há placas,"",Dupla,Não existe,"",""
3414,2019-04-17T00:00:00,12:32:00,SEM VÍTIMA,CANCELADA,SANTO ANTÔNIO,RUA BARAO DA VITORIA,460,RUA DA CONCORDIA,EM FRENTE AO MUSEU DA ESTAÇÃO CENTRAL,RUA BARAO DA VITORIA,460,EM FRENTE AO MUSEU DA ESTAÇÃO CENTRAL,SANTO ANTÔNIO,,"",COLISÃO,COLISÃO SEM VITIMA,1,,,,,,1,,,0,,"","","","","","","","","","","","",""
3415,2019-04-17T00:00:00,12:39:00,COM VÍTIMA,FINALIZADA,CIDADE UNIVERSITÁRIA,AV PROFESSOR LUIZ FREIRE,"","","AO LADO DO IF, APOS O HOSPITAL DAS CLINICAS. 7ª RM",AV PROFESSOR LUIZ FREIRE,"","AO LADO DO IF, APOS O HOSPITAL DAS CLINICAS. 7ª RM",CIDADE UNIVERSITÁRIA,,SUBURBIO,ATROPELAMENTO,AUTO E PEDESTRE,1,,,,1,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"","",Dupla,"",Faixa contínua,""
3416,2019-04-17T00:00:00,12:40:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,"","",AEROPORTO DO RECIFE,AV MARECHAL MASCARENHAS DE MORAES,"",AEROPORTO DO RECIFE,IMBIRIBEIRA,,"",ABALROAMENTO LONGITUDINAL,COLISÃO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,20 km/h,Única,Faixa seccionada,"",""
3417,2019-04-17T00:00:00,12:43:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA QUARENTA E OITO,525,"",VIDEO TECNICA,RUA QUARENTA E OITO,525,VIDEO TECNICA,ESPINHEIRO,11,CIDADE,ABALROAMENTO LONGITUDINAL,VEICULO OFICIAL E AUTO PASSEIO SEM VITIMA,2,,,,,,,,,0,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Outras,"",Única,Faixa seccionada,"",""
3418,2019-04-17T00:00:00,13:05:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,C SANTA RITA,"","",EM FRENTE AO ARMZEM 16. GALPÃO AGEMAR,C SANTA RITA,"",EM FRENTE AO ARMZEM 16. GALPÃO AGEMAR,SÃO JOSÉ,76,CIDADE,TOMBAMENTO,"MOTOCICLISTA SOFREU UMA QUEDA, AO PASSAR POR UMA POÇA DE ÁGUA NA PISTA.",,1,,,,,,,,1,,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Mal conservada,Não existe,Outras,"",Dupla,Canteiro central,"",""
3419,2019-04-17T00:00:00,13:06:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3190,RUA MAMANGUAPE,DROGASIL,AV CONSELHEIRO AGUIAR,3190,DROGASIL,BOA VIAGEM,,CIDADE,ABALROAMENTO TRANSVERSAL,DOIS AUTO SEM VITIMAS,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60 km/h,Única,Faixa seccionada,"",""
3420,2019-04-17T00:00:00,13:13:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,RUA PROFESSOR JOAO MEDEIROS,"",RUA RIBEIRO DE BRITO,PROXIMO AO PERNAMBUCOS MOTOS,RUA PROFESSOR JOAO MEDEIROS,"",PROXIMO AO PERNAMBUCOS MOTOS,BOA VIAGEM,332,CIDADE,COLISÃO,DOIS AUTO SEM VITIMAS,2,,,,,,,,,0,,"","","","","","","","","","","","",""
3421,2019-04-17T00:00:00,13:34:00,SEM VÍTIMA,CANCELADA,SANTO ANTÔNIO,AV MARQUES DE OLINDA,"","",EM FRENTE AO MARCO ZERO/ CAIXA CULTURAL,AV MARQUES DE OLINDA,"",EM FRENTE AO MARCO ZERO/ CAIXA CULTURAL,SANTO ANTÔNIO,,"",COLISÃO,COLISÃO SEM VITIMA,2,,,,,,,,,0,,"","","","","","","","","","","","",""
3422,2019-04-17T00:00:00,13:36:00,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,"","",APÓS O SEMÁFORO 069,AV GOVERNADOR AGAMENON MAGALHAES,"",APÓS O SEMÁFORO 069,ILHA DO LEITE,69,"",COLISÃO TRASEIRA,DOIS AUTO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"",Não há placas,60 km/h,Única,Faixa seccionada,"",""
3423,2019-04-17T00:00:00,13:37:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,"","",E/F AO QUARTEL D0 CHOQUE,RUA BENFICA,"",E/F AO QUARTEL D0 CHOQUE,MADALENA,,"",COLISÃO,COLISAO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,"","","","","","","","","","","","",""
3424,2019-04-17T00:00:00,13:46:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,"","",E/F AO POSTO DE GASOLINA DISLUB,AV GOVERNADOR AGAMENON MAGALHAES,"",E/F AO POSTO DE GASOLINA DISLUB,SANTO AMARO,,SUBURBIO,ABALROAMENTO LONGITUDINAL,AUTO E MOTO SEM VITIMAS,1,1,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Faixa seccionada,"",""
3425,2019-04-17T00:00:00,14:47:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,"","",AO LADO DA DPCA,RUA BENFICA,"",AO LADO DA DPCA,MADALENA,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISAO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"",Outras,"",Dupla,Faixa contínua,Faixa seccionada,""
3426,2019-04-17T00:00:00,15:01:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA MURITIBA,"",AV MARECHAL MASCARENHAS DE MORAES,AO LADO CASAS BAHIA,RUA MURITIBA,"",AO LADO CASAS BAHIA,IMBIRIBEIRA,385,"",ABALROAMENTO LONGITUDINAL,AUTO E CAMINHÃO SEM VITIMAS,1,,,,,,1,,,0,,"",Bom,Sem defeito,Não existente,Seca,Perfeito estado,"",Não há placas,"",Única,Não existe,"",""
3427,2019-04-17T00:00:00,15:53:00,SEM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,"","",POSTO BR,AV DOIS RIOS,"",POSTO BR,IBURA,351,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VITIMAS,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Faixa contínua,"",""
3428,2019-04-17T00:00:00,15:57:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DR JOAQUIM ARRUDA FALCAO,"","",POR TRAS DE CARLOS EQUIPADORA,RUA DR JOAQUIM ARRUDA FALCAO,"",POR TRAS DE CARLOS EQUIPADORA,SANTO AMARO,,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISAO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h,Dupla,Faixa seccionada,"",""
3429,2019-04-17T00:00:00,16:18:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,"","",EM FRENTE AO 14 BLOG,RUA SAO MIGUEL,"",EM FRENTE AO 14 BLOG,AFOGADOS,423,CIDADE,COLISÃO TRASEIRA,COLISAO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Faixa contínua,"",""
3430,2019-04-17T00:00:00,17:21:00,SEM VÍTIMA,CANCELADA,IPSEP,AV RECIFE,"","",PROX EMLURB AO HOSP,AV RECIFE,"",PROX EMLURB AO HOSP,IPSEP,,"",COLISÃO,COLISÃO SEM VITIMAS,1,,,,,,1,,,0,,"","","","","","","","","","","","",""
3431,2019-04-17T00:00:00,18:06:00,SEM VÍTIMA,CANCELADA,CAMPO GRANDE,RUA OLIVEIRA FONSECA,228,RUA MAGESTADE,O LOCAL É DE RESIDENCIA,RUA OLIVEIRA FONSECA,228,O LOCAL É DE RESIDENCIA,CAMPO GRANDE,,"",COLISÃO,BICICLETA E FIESTA,1,,,1,,,,,,0,,"","","","","","","","","","","","",""
3432,2019-04-17T00:00:00,18:19:00,SEM VÍTIMA,CANCELADA,BOA VISTA,RUA AURORA,573,"",E/F AO EDF CAETE / PRÓX A PONTE PRINCESA ISABEL,RUA AURORA,573,E/F AO EDF CAETE / PRÓX A PONTE PRINCESA ISABEL,BOA VISTA,,"",COLISÃO,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,"","","","","","","","","","","","",""
3433,2019-04-17T00:00:00,18:34:00,SEM VÍTIMA,FINALIZADA,TORRE,"","","","","","","",TORRE,630,SUBURBIO,ABALROAMENTO LONGITUDINAL,DOIS AUTO,2,,,,,,,,,0,,Ponte,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,"",Dupla,Faixa contínua,Faixa seccionada,""
3434,2019-04-17T00:00:00,18:41:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,1260,"",COSINPER,AV RECIFE,1260,COSINPER,IPSEP,319,CIDADE,COLISÃO TRASEIRA,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,"",Única,Faixa seccionada,"",""
3435,2019-04-17T00:00:00,19:37:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,3396,"",MARTELINHO DE OURO,AV RECIFE,3396,MARTELINHO DE OURO,IPSEP,,SUBURBIO,COLISÃO TRASEIRA,MOTO X ETIOS,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Dupla,Canteiro central,"",""
3436,2019-04-17T00:00:00,20:09:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,2996,"",EXATA COR,AV RECIFE,2996,EXATA COR,IPSEP,,SUBURBIO,COLISÃO TRASEIRA,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,"",Única,Faixa seccionada,"",""
3437,2019-04-17T00:00:00,21:35:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA TOME GIBSON,"",AV ENGENHEIRO DOMINGOS FERREIRA,"",RUA TOME GIBSON,"","",BOA VIAGEM,200,"",ABALROAMENTO TRANSVERSAL,HB 20 X CLASSIC,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,"",R-6a,"",Única,Canteiro central,"",""
3438,2019-04-17T00:00:00,21:36:00,VÍTIMA FATAL,FINALIZADA,AFOGADOS,PTE DO MOTOCOLOMBO,"","","POR CIMA DA PTE, SNT IMBIRIBEIRA / ESQUINA COM A OFICINA TROCÃO. STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇÃO - TRT 6ª REGIÃO.",PTE DO MOTOCOLOMBO,"","POR CIMA DA PTE, SNT IMBIRIBEIRA / ESQUINA COM A OFICINA TROCÃO. STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇÃO - TRT 6ª REGIÃO.",AFOGADOS,,SUBURBIO,TOMBAMENTO,MOTOQUEIRO PERDEU O CONTROLE DO VEÍCULO E ACABOU CAINDO NA VIA. O MESMO SE ENCONTRA DESACORDADO E COM A MOTO BASTANTE DANIFICADA. SD SOLICITA O APOIO DA CTTU NO LOCAL.,,1,,,,,,,,,1,Ponte,Bom,Não existe,Incompleta,Seca,Perfeito estado,"",Não há placas,40 km/h,Dupla,Canteiro central,"",""
3439,2019-04-17T00:00:00,21:54:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,"",RUA PINTOR ANTONIO ALBUQUERQUE,"",AV RECIFE,"","",IPSEP,55,SUBURBIO,COLISÃO TRASEIRA,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,"",Dupla,Canteiro central,"",""
3440,2019-04-18T00:00:00,06:17:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,2600,RUA PROFESSOR JOSE BRANDAO,EM FRENTE A FARMACIA INDEPENDENTE,AV ENGENHEIRO DOMINGOS FERREIRA,2600,EM FRENTE A FARMACIA INDEPENDENTE,BOA VIAGEM,550,SUBURBIO,ABALROAMENTO TRANSVERSAL,COLISÃO SEM VITIMAS,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,Faixa contínua,Canteiro central,""
3441,2019-04-18T00:00:00,06:48:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2755,"","EM FRENTE AO BANCO BRADESCO E NEO BLINDADOS, SENT. AFOGADOS.",AV MARECHAL MASCARENHAS DE MORAES,2755,"EM FRENTE AO BANCO BRADESCO E NEO BLINDADOS, SENT. AFOGADOS.",IMBIRIBEIRA,631,CIDADE,COLISÃO TRASEIRA,COLISÃO ENTRE TRÊS AUTOMÓVEIS.,3,,,,,,,,,1,,Longo da via,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Dupla,Faixa seccionada,Canteiro central,""
3442,2019-04-18T00:00:00,08:07:00,SEM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,1381,"",AO LADO DA IGREJA CATOLICA SÃO SEBASTIÃO,AV CAXANGA,1381,AO LADO DA IGREJA CATOLICA SÃO SEBASTIÃO,MADALENA,,CIDADE,COLISÃO TRASEIRA,SEN VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,"",Dupla,Faixa seccionada,"",""
3443,2019-04-18T00:00:00,09:23:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,"","",LADO OPOSTO AO MINISTÉRIO PUBLICO FEDERAL,AV GOVERNADOR AGAMENON MAGALHAES,"",LADO OPOSTO AO MINISTÉRIO PUBLICO FEDERAL,SANTO AMARO,,"",ABALROAMENTO TRANSVERSAL,COLISÃO SEM VITIMAS,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,60 km/h,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
3444,2019-04-18T00:00:00,10:04:00,SEM VÍTIMA,FINALIZADA,CASA FORTE,EST DO ENCANAMENTO,"","",EM FRENTE AO Nº 1135,EST DO ENCANAMENTO,"",EM FRENTE AO Nº 1135,CASA FORTE,,CIDADE,ABALROAMENTO LONGITUDINAL,TRES AUTOS,3,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,"","","",Única,Faixa seccionada,"",""
3445,2019-04-18T00:00:00,10:49:00,SEM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA CORREGO JOSE GRANDE,538,"","",RUA CORREGO JOSE GRANDE,538,"",BOMBA DO HEMETÉRIO,,SUBURBIO,CHOQUE VEÍCULO PARADO,COLISÃO SEM VITIMAS,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,"",Dupla,Não existe,"",""
3446,2019-04-18T00:00:00,10:52:00,SEM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA DR JOSE MARIA,"",AV CONS ROSA E SILVA,EM FRENTE A EXTRAFARMA,RUA DR JOSE MARIA,"",EM FRENTE A EXTRAFARMA,TAMARINEIRA,253,SUBURBIO,ABALROAMENTO TRANSVERSAL,DOIS AUTOS,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,30 km/h,Única,Faixa seccionada,"",""
3447,2019-04-18T00:00:00,10:56:00,SEM VÍTIMA,FINALIZADA,SANCHO,AV LIBERDADE,1488,"",LADO OPOSTO A VIDRAÇARIA RR,AV LIBERDADE,1488,LADO OPOSTO A VIDRAÇARIA RR,SANCHO,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VITIMAS,2,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"",50 km/h,Dupla,Não existe,"",""
3448,2019-04-18T00:00:00,11:14:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,3174,"",EM FRENTE AO EDIFICIO DOM AFONSO HENRIQUES,AV BOA VIAGEM,3174,EM FRENTE AO EDIFICIO DOM AFONSO HENRIQUES,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VITIMAS,1,1,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Única,Faixa contínua,"",""
3449,2019-04-18T00:00:00,12:05:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,"","",EM FRENTE AO WALMART,AV RECIFE,"",EM FRENTE AO WALMART,AREIAS,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,"",Dupla,Faixa seccionada,"",""
3450,2019-04-18T00:00:00,13:14:00,SEM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,1117,"",EDIF. SENZALA,AV DEZESSETE DE AGOSTO,1117,EDIF. SENZALA,CASA FORTE,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VITIMA,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,"",Dupla,Faixa contínua,Faixa seccionada,""
3451,2019-04-18T00:00:00,14:12:00,SEM VÍTIMA,FINALIZADA,HIPÓDROMO,RUA FONSECA OLIVEIRA,"",RUA CARLOS FERNANDES,"",RUA FONSECA OLIVEIRA,"","",HIPÓDROMO,,"",ABALROAMENTO TRANSVERSAL,COLISÃO SEM VÍTIMA,1,1,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,"",Dupla,Faixa seccionada,"",""
3452,2019-04-18T00:00:00,14:29:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA DA CONCORDIA,485,"","",RUA DA CONCORDIA,485,"",SÃO JOSÉ,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO SEM VÍTIMA,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,40 km/h,Única,Não existe,"",""
3453,2019-04-18T00:00:00,14:55:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV MARIO MELO,"",RUA SAO GERALDO,"",AV MARIO MELO,"","",SANTO AMARO,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISAO ENTRE DOIS AUTOS S/V,2,,,,,,,,,0,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,40 km/h,Dupla,Canteiro central,"",""
3454,2019-04-18T00:00:00,15:10:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BRUNO VELOSO,1203,RUA DOS NAVEGANTES,ED HIDE PARK,RUA BRUNO VELOSO,1203,ED HIDE PARK,BOA VIAGEM,160,CIDADE,COLISÃO TRASEIRA,COLISAO UM TAXI E AUTO S/V,2,,,,,,,,,0,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,"",Única,Faixa contínua,"",""
3455,2019-04-18T00:00:00,15:14:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,1256,"",EM FRENTE A DROGASIL,AV DEZESSETE DE AGOSTO,1256,EM FRENTE A DROGASIL,CASA FORTE,,CIDADE,ABALROAMENTO LONGITUDINAL,COLISÃO ENTRE AUTOMÓVEL E MOTOCICLETA.,1,1,,,,,,,,1,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,"",Dupla,Faixa contínua,Faixa seccionada,""
3456,2019-04-18T00:00:00,15:21:00,SEM VÍTIMA,DUPLICIDADE,BOA VIAGEM,RUA BRUNO VELOSO,"",RUA DOS NAVEGANTES,EM FRENTE AO HOTEL INTERNACIONAL PALACE,RUA BRUNO VELOSO,"",EM FRENTE AO HOTEL INTERNACIONAL PALACE,BOA VIAGEM,160,"",COLISÃO,"",2,,,,,,,,,0,,"","","","","","","","","","","","",""
3457,2019-04-18T00:00:00,15:47:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,3870,"",POINT DO AÇAÍ.,AV BOA VIAGEM,3870,POINT DO AÇAÍ.,BOA VIAGEM,,CIDADE,ATROPELAMENTO,"VEÍCULO EVADIU-SE DO LOCAL, NÃO SENDO POSSÍVEL IDENTIFICÁ-LO.",1,,,,1,,,,,1,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60 km/h,Única,Faixa seccionada,"",""
3458,2019-04-18T00:00:00,16:10:00,SEM VÍTIMA,FINALIZADA,MANGABEIRA,AV PROFESSOR JOSE DOS ANJOS,"","",NO SEMAFORO 306,AV PROFESSOR JOSE DOS ANJOS,"",NO SEMAFORO 306,MANGABEIRA,306,CIDADE,COLISÃO TRASEIRA,COLISAO ENTRE AUTO E CAMINHAO S/V,1,,,,,,1,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Única,Faixa seccionada,"",""
3459,2019-04-18T00:00:00,16:28:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA AMELIA,"",RUA DR VICENTE MEIRA,"",RUA AMELIA,"","",ESPINHEIRO,,SUBURBIO,ABALROAMENTO LONGITUDINAL,COLISAO C/VITIMA UMA MOTO E UM AUTO,1,1,,,,,,,,0,,"",Bom,Não existe,Perfeito estado,Seca,Perfeito estado,"",R-6a,"",Única,Faixa seccionada,"",""
3460,2019-04-18T00:00:00,17:09:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA COSME VIANA,1229,"",EM FRENTE A ESCAN LOCAÇÕES PARA CONSTRUÇÃO,RUA COSME VIANA,1229,EM FRENTE A ESCAN LOCAÇÕES PARA CONSTRUÇÃO,AFOGADOS,,"",COLISÃO TRASEIRA,COLISAO S/ VITIMA DOIS AUTOS,2,,,,,,,,,0,,Longo da via,Bom,Não existe,Incompleta,Seca,"",Não existe,Não há placas,"",Única,Faixa seccionada,"",""
3461,2019-04-18T00:00:00,17:30:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4265,"",EM FRENTE AO HABIBS,AV CONSELHEIRO AGUIAR,4265,EM FRENTE AO HABIBS,BOA VIAGEM,,CIDADE,COLISÃO TRASEIRA,COLISÃO SEM VÍTIMA,2,,,,,,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Única,Faixa contínua,"",""
3462,2019-04-18T00:00:00,18:00:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,"","",E/F AO MARCO ZERO,AV ALFREDO LISBOA,"",E/F AO MARCO ZERO,BAIRRO DO RECIFE,,SUBURBIO,ABALROAMENTO LONGITUDINAL,AUTO E CAMINHÃO SEM VITIMAS,1,,,,,,1,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-19,30 km/h,Única,Faixa seccionada,"",""
3463,2019-04-18T00:00:00,18:26:00,SEM VÍTIMA,CANCELADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2716,"","E/F AO INTER HOTEL E GERALDÃO, SNT IPSEP",AV MARECHAL MASCARENHAS DE MORAES,2716,"E/F AO INTER HOTEL E GERALDÃO, SNT IPSEP",IMBIRIBEIRA,,"",COLISÃO,ENTRE 2 AUTOS. S/V,2,,,,,,,,,0,,"","","","","","","","","","","","",""
3464,2019-04-18T00:00:00,19:05:00,SEM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA BOMBA DO HEMETERIO,203,"","",RUA BOMBA DO HEMETERIO,203,"",BOMBA DO HEMETÉRIO,,SUBURBIO,ABALROAMENTO LONGITUDINAL,AUTO E ONIBUS SEM VITIMAS,1,,,,,1,,,,0,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,"","",30 km/h,Dupla,Faixa contínua,Faixa seccionada,""
3465,2019-04-18T00:00:00,19:38:00,SEM VÍTIMA,FINALIZADA,"",RUA DEZ DE JULHO,"","",SEMÁFORO 572,RUA DEZ DE JULHO,"",SEMÁFORO 572,"",572,"",COLISÃO TRASEIRA,ENTRE AUTO E ÕNIBUS. S/V,1,,,,,1,,,,0,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,"","",Única,"","",""
3466,2019-04-18T00:00:00,21:27:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,RUA FERNANDO CESAR,"",RUA AMARO COUTINHO,E/F A PRAÇA MIGUEL VALVERDE,RUA FERNANDO CESAR,"",E/F A PRAÇA MIGUEL VALVERDE,ENCRUZILHADA,,CIDADE,ABALROAMENTO TRANSVERSAL,AUTO E MOTO COM VITIMAS (MOTOQUEIRO COM SITOMAS DE EMBRIAGUEZ),1,1,,,,,,,,1,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,"",Única,Não existe,"",""
